scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;huh_name;geo_col;wiki_url;barcode;colnum;specific_epithet;orig_recby;orig_detby
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indoensia, Sumatra, Riau Province, Tigapulu Nts., 5 km W of Telangkalat on Rengat-Jambi Road, Bukit Karampal area, c. 0.46 S; 102.32 E.";-0.75;102.533333;Burley, JS;"Burley, JS; et al.  1308 ";9;11;1988;Turner, IM;2012-02-01T00:00:00;<NA>;Botany;L.2066134;0;0;0;Burley;;0;1;2;2012;0;0;0;0;0;0;L2066134;1308;maingayi;"Burley JS; et al.";Turner IM
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indoensia, Sumatra, N. Riau, River Mahato Kiri area, c. 1.20 N; 100.26 E.";1.333333;100.433333;Setiabudi;Setiabudi  5 ;25;3;1984;Turner, IM;2012-02-01T00:00:00;<NA>;Botany;L.2066171;0;0;0;Setiabudi;;0;1;2;2012;0;0;0;0;0;0;L2066171;5;maingayi;Setiabudi;Turner IM
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;"Indonesia, Sumatra, Sumatera Selatan, S. Bangka, Lobok-Besar, c. 2.33 S; 106.39 E.";-2.55;106.65;Kostermans, AJGH;Kostermans, AJGH bb 33963 ;29;8;1949;Turner, IM;2012-02-01T00:00:00;<NA>;Botany;L.2066177;0;0;0;Kostermans;;0;1;2;2012;0;0;0;0;0;0;L2066177;33963;maingayi;Kostermans AJGH;Turner IM
Phaeanthus splendens Miq.;Phaeanthus;ID;Gunung Palung National Park, Cabang Panti Research Site, TL27.00e6.;-1.216667;110.1;Laman, TG;"Laman, TG; Ismail; Rachman, IA; Mirmanto, E; Edi  269 ";2;11;1996;Xue, B;2012-10-01T00:00:00;<NA>;Botany;L.2067175;0;0;0;Laman;;0;1;10;2012;0;0;0;0;0;0;L2067175;269;splendens;"Laman TG; Ismail; Rachman IA; Mirmanto E; Edi";Xue B
Friesodielsia cuneiformis (Blume) Steenis;Friesodielsia;ID;Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5284 ";31;5;1980;nan;<NA>;<NA>;Botany;U  0263270;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U0263270;5284;cuneiformis;"Balgooy MMJ van; Setten AK van";<NA>
Polyalthia pondok (Miq.) Boerl.;Guatteria;ID;Priaman;-0.6;100.15;Diepenhorst, H;"Diepenhorst, H; Diepenhorst (leg), H HB 2211 ";;;;Maas, PJM;<NA>;<NA>;Botany;U  0006299;0;0;0;Diepenhorst;;0;;;;0;0;0;0;0;0;U0006299;2211;pondok;"Diepenhorst H; Diepenhorst (leg) H";Maas PJM
Xylopia papuana Diels;Xylopia;ID;Indonesia, New Guinea, Warsamson valley, E. of Sorong;-0.783333;131.4;Schram, FAW;Schram, FAW BW(Ind.) 12414 ;4;8;1961;nan;<NA>;<NA>;Botany;U  0050340;0;0;0;Schram;;0;;;;0;0;0;0;0;0;U0050340;12414;papuana;Schram FAW;<NA>
Polyalthia forbesii F.Muell. ex Diels;Hubera;ID;Oransbari, N N.G., Manokwari;-1.3442;134.2587;Brouwer, A;Brouwer, A BW(Ind.) 2553 ;1;4;1955;nan;<NA>;<NA>;Botany;U  0050256;0;0;0;Brouwer;;0;;;;0;0;0;0;0;0;U0050256;2553;forbesii;Brouwer A;<NA>
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;<NA>;-1.325;116.483333;Guigonis;Guigonis  s.n. ;;;;nan;<NA>;<NA>;Botany;U  0050124;0;0;0;Guigonis;;0;;;;0;0;0;0;0;0;U0050124;nan;sumatranus;Guigonis;<NA>
Uvaria L.;Uvaria;ID;ca. 100 km S of Pontianak, W. Kalimantan;-1.216667;111.0;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5444 ";14;6;1986;nan;<NA>;<NA>;Botany;U  0262664;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U0262664;5444;;"Balgooy MMJ van; Setten AK van";<NA>
Stelechocarpus cauliflorus (Scheff.) R.E.Fr.;Stelechocarpus;ID;<NA>;-6.5897;106.7913;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5689 ";8;7;1986;nan;<NA>;<NA>;Botany;U  0269942;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U0269942;5689;cauliflorus;"Balgooy MMJ van; Setten AK van";<NA>
Polyalthia celebica Miq.;Polyalthia;ID;Manado;1.48218;124.848922;Riedel, JGF;Riedel, JGF  5819 ;;;;nan;<NA>;<NA>;Botany;U  0000365;0;0;0;Riedel;;0;;;;0;0;0;0;0;0;U0000365;5819;celebica;Riedel JGF;<NA>
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;Archipel. Ind.: Soela Mangoli, Molukken (Soela Eil.), Kampong Mangoli, ten Noorden van de kampong;-1.9;125.916667;Bloembergen, S;Bloembergen, S  4686 ;26;9;1939;nan;<NA>;<NA>;Botany;U  0263722;0;0;0;Bloembergen;;0;;;;0;0;0;0;0;0;U0263722;4686;luzonensis;Bloembergen S;<NA>
Mitrephora simeuluensis Weeras. & R.M.K.Saunders;Mitrephora;ID;"Sumatra; eil. Simaloer";2.58;96.08;Achmad;Achmad  568 ;14;8;1918;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;U  0017057;0;0;0;Achmad;;0;1;3;2001;0;0;0;0;0;0;U0017057;568;simeuluensis;Achmad;Weerasooriya AD
Monoon lateriflorum (Blume) Miq.;Polyalthia;ID;Gn. Palung Nature Reserve, c. 100 km S of Pontianak, W. Kalimantan.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5502 ";18;6;1986;Xue, B;2012-10-01T00:00:00;<NA>;Botany;U  0262832;0;0;0;Balgooy;;0;1;10;2012;0;0;0;0;0;0;U0262832;5502;lateriflora;"Balgooy MMJ van; Setten AK van";Xue B
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Gunung Palung nature reserve, c. 100 km S of Pontianak.;-1.216667;111.0;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5382 A";10;6;1986;nan;<NA>;<NA>;Botany;U  0262790;0;0;0;Balgooy;A;0;;;;0;0;0;0;0;0;U0262790;5382;pisocarpa;"Balgooy MMJ van; Setten AK van";<NA>
Polyalthia sumatrana (Miq.) Kurz;Maasia;ID;Palembang, Sumatra;-2.916667;104.75;Teijsmann, JE;Teijsmann, JE HB 4007 ;;;;Rogstad, SH;1986-05-01T00:00:00;<NA>;Botany;U  0095510;0;0;0;Teijsmann;;0;1;5;1986;0;0;0;0;0;0;U0095510;4007;sumatrana;Teijsmann JE;Rogstad SH
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;Kebun Raya Bogor, W. Java, Indonesia.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5649 ";4;7;1986;Mols, JB;2004-03-01T00:00:00;<NA>;Botany;U  0015819;0;0;0;Balgooy;;0;1;3;2004;0;0;0;0;0;0;U0015819;5649;horsfieldii;"Balgooy MMJ van; Setten AK van";Mols JB
Polyalthia teijsmannii var. palembanica (Miq.) Boerl.;Polyalthia;ID;Palemb.;-2.916667;104.75;Unknown;Unknown HB 3597 ;;;;nan;<NA>;<NA>;Botany;U  0000374;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U0000374;3597;cauliflora;Unknown;<NA>
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Gn Palung Nature Reserve, c. 100 km S. of Pontianak, W. Kalimantan.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5461 ";15;6;1986;nan;<NA>;<NA>;Botany;U  0262818;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U0262818;5461;rumphii;"Balgooy MMJ van; Setten AK van";<NA>
Goniothalamus ceramensis Miq.;Goniothalamus;ID;<NA>;-3.0;129.0;Teijsmann, JE;Teijsmann, JE HB 1990 ;;;;nan;<NA>;<NA>;Botany;U  0000274;0;0;0;Teijsmann;;0;;;;0;0;0;0;0;0;U0000274;1990;ceramensis;Teijsmann JE;<NA>
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;<NA>;-6.5897;106.7913;Garden, BB;Bogor Botanical Garden XI a 13 ;;;;nan;<NA>;<NA>;Botany;U  0263518;0;0;0;Bogor;;0;;;;0;0;0;0;0;0;U0263518;13;suaveolens;Bogor Botanical Garden;<NA>
Cyathocalyx havilandii Boerl.;Drepananthus;ID;Indonesia, Gn Palung Nature Reserve, c.100km S of Pontianak, W Kalimantan;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5472 ";16;6;1986;Setten, AK van;<NA>;<NA>;Botany;U  0263475;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U0263475;5472;havilandii;"Balgooy MMJ van; Setten AK van";Setten AK van
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;<NA>;-5.0;105.0;Unknown;Unknown HB 4372 ;;;;nan;<NA>;<NA>;Botany;U.1101054;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U1101054;4372;cauliflora;Unknown;<NA>
Orophea celebica (Blume) Miq.;Orophea;ID;"Indonesia, Sulawesi Tengah, Luwuk area, inland from Batui and Seseba on Batui river, at Sinsing camp.1.09 S; 122.31 E; 70-100 m alt.";-1.15;122.516667;Coode, MJE;Coode, MJE  5938 ;15;10;1989;Kessler, PJA;1991-05-01T00:00:00;<NA>;Botany;U.1090666;0;0;0;Coode;;0;1;5;1991;0;0;0;0;0;0;U1090666;5938;celebica;Coode MJE;Kessler PJA
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;<NA>;2.58;96.08;Achmad;Achmad  548 ;19;7;1918;Heusden, ECH van;<NA>;<NA>;Botany;U.1081080;0;0;0;Achmad;;0;;;;0;0;0;0;0;0;U1081080;548;burahol;Achmad;Heusden ECH van
Polyalthia Blume;Polyalthia;ID;<NA>;-2.4869;140.3711;Unknown;Unknown  s.n. ;1;5;1931;Heusden, ECH van;<NA>;<NA>;Botany;U.1080128;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U1080128;nan;;Unknown;Heusden ECH van
Uvaria L.;Uvaria;ID;Labuan Tobelo;-4.4153;122.9666;Coode, MJE;Coode, MJE  6213 ;13;11;1989;nan;<NA>;<NA>;Botany;U.1074903;0;0;0;Coode;;0;;;;0;0;0;0;0;0;U1074903;6213;;Coode MJE;<NA>
Xylopia L.;Xylopia;ID;<NA>;-2.916667;104.75;Thorenaar, A;Thorenaar, A T 971 ;8;9;1924;nan;<NA>;<NA>;Botany;U.1074781;0;0;0;Thorenaar;;0;;;;0;0;0;0;0;0;U1074781;971;;Thorenaar A;<NA>
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;Indonesia, Java, Cult. in Hort. Bog.;-6.5897;106.7913;Unknown;Unknown  s.n. ;;;;Benthem, FDJ van;<NA>;<NA>;Botany;U.1071438;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U1071438;nan;luzonensis;Unknown;Benthem FDJ van
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Hort. Bog., Java;-6.5897;106.7913;Bogoriensis, HB;Hort Bot Bogoriensis  s.n. ;;;;Diels, FLE;<NA>;<NA>;Botany;U.1062869;0;0;0;Hort;;0;;;;0;0;0;0;0;0;U1062869;nan;odorata;Hort Bot Bogoriensis;Diels FLE
Pseuduvaria latifolia (Blume) Bakh.f.;Pseuduvaria;ID;<NA>;-6.5897;106.7913;Valeton, T;Valeton, T  4 ;;;;Su, YCF;2001-12-01T00:00:00;<NA>;Botany;U.1085066;0;0;0;Valeton;;0;1;12;2001;0;0;0;0;0;0;U1085066;4;latifolia;Valeton T;Su YCF
Uvaria L.;Uvaria;ID;<NA>;0.633333;117.7;Rutten, LMR;Rutten, LMR  764 ;24;11;1912;nan;<NA>;<NA>;Botany;U.1074866;0;0;0;Rutten;;0;;;;0;0;0;0;0;0;U1074866;764;;Rutten LMR;<NA>
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;ID;Indonesia. Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5283 ";31;5;1986;nan;<NA>;<NA>;Botany;U.1081086;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U1081086;5283;burahol;"Balgooy MMJ van; Setten AK van";<NA>
Uvaria ovalifolia Blume;Uvaria;ID;<NA>;-6.5897;106.7913;Unknown;Unknown  s.n. ;;;;nan;<NA>;<NA>;Botany;U.1074787;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U1074787;nan;littoralis;Unknown;<NA>
Xylopia L.;Xylopia;ID;near upper Perian river, right bank Mahakam river tributary.;-0.816667;116.466667;Leeuwenberg, AJM;"Leeuwenberg, AJM; Rudjiman  13091 ";16;2;1984;nan;<NA>;<NA>;Botany;U.1074772;0;0;0;Leeuwenberg;;0;;;;0;0;0;0;0;0;U1074772;13091;;"Leeuwenberg AJM; Rudjiman";<NA>
Fissistigma longipetalum (Ridl.) Merr.;Fissistigma;ID;near upper Perian river, right bank Mahakam river tributary.;-0.816667;116.466667;Leeuwenberg, AJM;"Leeuwenberg, AJM; Rudjiman  13048 ";13;2;1984;Turner, IM;2007-09-01T00:00:00;<NA>;Botany;U.1072569;0;0;0;Leeuwenberg;;0;1;9;2007;0;0;0;0;0;0;U1072569;13048;longipetalum;"Leeuwenberg AJM; Rudjiman";Turner IM
Cyathocalyx magnificus Diels;Drepananthus;ID;near upper Perian river, right bank Mahakam river tributary.;-0.816667;116.466667;Leeuwenberg, AJM;"Leeuwenberg, AJM; Rudjiman  13089 ";16;2;1984;Wang, R;2001-08-01T00:00:00;<NA>;Botany;U.1067864;0;0;0;Leeuwenberg;;0;1;8;2001;0;0;0;0;0;0;U1067864;13089;magnificus;"Leeuwenberg AJM; Rudjiman";Wang R
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kaliandak;-5.0;105.0;Unknown;Unknown  8001 ;15;3;1925;nan;<NA>;<NA>;Botany;U.1062874;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U1062874;8001;odorata;Unknown;Beumée JGB
Pyramidanthe prismatica (Hook.f. & Thomson) J.Sinclair;Pyramidanthe;ID;<NA>;-2.25;106.0;Teijsmann, JE;Teijsmann, JE  s.n. ;;;;Setten, AK van;<NA>;<NA>;Botany;U.1085096;0;0;0;Teijsmann;;0;;;;0;0;0;0;0;0;U1085096;nan;prismatica;Teijsmann JE;Setten AK van
Polyalthia Blume;Polyalthia;ID;<NA>;-2.4869;140.3711;Unknown;Unknown  s.n. ;1;5;1931;Heusden, ECH van;<NA>;<NA>;Botany;U.1080129;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U1080129;nan;;Unknown;Heusden ECH van
Anaxagorea luzonensis A.Gray;Anaxagorea;ID;W Séran, W Kawa;-2.933333;128.15;Rutten, LMR;Rutten, LMR  1896 ;15;11;1918;Benthem, FDJ van;<NA>;<NA>;Botany;U.1071439;0;0;0;Rutten;;0;;;;0;0;0;0;0;0;U1071439;1896;luzonensis;Rutten LMR;Benthem FDJ van
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Gunung Palung nature reserve, c. 100 km S of Pontianak.;-1.216667;111.0;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5328 ";8;6;1986;nan;<NA>;<NA>;Botany;U.1080059;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U1080059;5328;pisocarpa;"Balgooy MMJ van; Setten AK van";<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Cult. in Hort. Bot. Bog.;-6.35;106.47;Bogoriensis, HB;Hort Bot Bogoriensis  s.n. ;;;;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;U.1075695;0;0;0;Hort;;0;1;3;2014;0;0;0;0;0;0;U1075695;nan;malayana;Hort Bot Bogoriensis;Johnson DM
Friesodielsia Steenis;Friesodielsia;ID;Atjeh province, Sumatra, Indornesia.;3.083333;97.416667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19839 ";9;7;1985;nan;<NA>;<NA>;Botany;L.4345984;0;0;0;Wilde;;0;;;;0;0;0;0;0;0;L4345984;19839;;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;<NA>;2.58;96.08;Achmad;Achmad  772 ;2;12;1918;nan;<NA>;<NA>;Botany;L.4301760;0;0;0;Achmad;;0;;;;0;0;0;0;0;0;L4301760;772;malayana;Achmad;<NA>
Cyathocalyx papuanus Diels;Drepananthus;ID;Prafi.;-0.8786;133.833333;Unknown;Unknown  s.n. ;;;;nan;<NA>;<NA>;Botany;L.4364956;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L4364956;nan;cauliflorus;Unknown;<NA>
Platymitra macrocarpa Boerl.;Platymitra;ID;S.W. JavaLower slope of Mt. Hondje;-6.716667;105.566667;Kostermans, AJGH;Kostermans, AJGH  19274 ;28;12;1961;nan;<NA>;<NA>;Botany;L.4293386;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L4293386;19274;macrocarpa;Kostermans AJGH;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;Oransbari.;-1.3442;134.2587;Unknown;Unknown  s.n. ;;;;nan;<NA>;<NA>;Botany;L.4364965;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L4364965;nan;;Unknown;<NA>
Polyalthia suberosa (Roxb.) Thwaites;Polyalthia;ID;Kebun Raya Bogor, W. Java.;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5650 ";4;7;1986;Setten, AK van;<NA>;<NA>;Botany;U.1088958;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U1088958;5650;suberosa;"Balgooy MMJ van; Setten AK van";Setten AK van
Polyalthia Blume;Polyalthia;ID;<NA>;-2.916667;104.75;Unknown;Unknown HB 3566 ;;;;nan;<NA>;<NA>;Botany;U.1088943;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;U1088943;3566;;Unknown;<NA>
Cyathocalyx magnificus Diels;Drepananthus;ID;near upper Perian river, right bank Mahakam river tributary.;-0.816667;116.466667;Leeuwenberg, AJM;"Leeuwenberg, AJM; Rudjiman  13089 ";16;2;1984;Wang, R;2001-08-01T00:00:00;<NA>;Botany;U.1067863;0;0;0;Leeuwenberg;;0;1;8;2001;0;0;0;0;0;0;U1067863;13089;magnificus;"Leeuwenberg AJM; Rudjiman";Wang R
Anaxagorea javanica Blume;Anaxagorea;ID;Java Djasinga, W v Buitenzorg, Res: Batavia;-6.478889;106.461667;Backer, CA;Backer, CA  10053 ;19;11;1913;Benthem, FDJ van;<NA>;<NA>;Botany;U.1062136;0;0;0;Backer;;0;;;;0;0;0;0;0;0;U1062136;10053;javanica;Backer CA;Benthem FDJ van
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;<NA>;2.58;96.08;Achmad;Achmad  884 ;27;1;1919;nan;<NA>;<NA>;Botany;L.4301766;0;0;0;Achmad;;0;;;;0;0;0;0;0;0;L4301766;884;malayana;Achmad;<NA>
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Sikundur Forest Reserve, c. 75 km. WNW. of Medan.;3.916667;98.083333;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19380 ";4;8;1979;nan;<NA>;<NA>;Botany;L.4293429;0;0;0;Wilde;;0;;;;0;0;0;0;0;0;L4293429;19380;macrophylla;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>
Pyramidanthe prismatica (Hook.f. & Thomson) J.Sinclair;Pyramidanthe;ID;<NA>;-2.25;106.0;Teijsmann, JE;Teijsmann, JE  s.n. ;;;;Setten, AK van;<NA>;<NA>;Botany;U.1085092;0;0;0;Teijsmann;;0;;;;0;0;0;0;0;0;U1085092;nan;prismatica;Teijsmann JE;Setten AK van
Polyalthia forbesii F.Muell. ex Diels;Hubera;ID;Netherlands New Guinea, Kebar valley, c. 100km W of Manokwari;-0.8474;133.1457;Royen, P van;Royen, P van  3822 ;26;10;1954;nan;<NA>;<NA>;Botany;L.4300835;0;0;0;Royen;;0;;;;0;0;0;0;0;0;L4300835;3822;forbesii;Royen P van;<NA>
Haplostichanthus longirostris (Scheff.) Heusden;Haplostichanthus;ID;Netherlands New Guinea, Distr. Radjah Ampat, Waigeo Island, Lupintol village, on SW coast of Majalibit Bay;-0.9;130.566667;Royen, P van;Royen, P van  5480 ;10;2;1955;nan;<NA>;<NA>;Botany;L.4300820;0;0;0;Royen;;0;;;;0;0;0;0;0;0;L4300820;5480;longirostris;Royen P van;<NA>
Mitrephora polypyrena (Blume) Miq.;Mitrephora;ID;Indonesia, W. Sumbawa, Mt. Batulante, road from Batudulang to Push.;-8.666667;118.0;Kostermans, AJGH;Kostermans, AJGH  19190 ;5;11;1961;nan;<NA>;<NA>;Botany;L.4293359;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L4293359;19190;polypyrena;Kostermans AJGH;<NA>
Phaeanthus Hook.f. & Thomson;Phaeanthus;ID;Indonesia, Tapie Mienjak, Priaman.;-0.6;100.15;Diepenhorst, H;"Diepenhorst, H; Diepenhorst (leg), H HB 2355 ";;;;Mols, JB;1998-05-01T00:00:00;<NA>;Botany;U.1090504;0;0;0;Diepenhorst;;0;1;5;1998;0;0;0;0;0;0;U1090504;2355;;"Diepenhorst H; Diepenhorst (leg) H";Mols JB
Annonaceae;<NA>;ID;Loeboe aloeng, Sumatra.;-0.683333;100.3;Unknown;Unknown HB 487 ;;;;Kessler, PJA;1985-02-21T00:00:00;<NA>;Botany;U.1075709;0;0;0;Unknown;;0;21;2;1985;0;0;0;0;0;0;U1075709;487;;Unknown;Kessler PJA
Mitrephora simeuluensis Weeras. & R.M.K.Saunders;Mitrephora;ID;<NA>;2.58;96.08;Achmad;Achmad  1298 ;9;8;1919;nan;<NA>;<NA>;Botany;U.1073736;0;0;0;Achmad;;0;;;;0;0;0;0;0;0;U1073736;1298;simeuluensis;Achmad;<NA>
Cyathocalyx magnificus Diels;Drepananthus;ID;near upper Perian river, right bank Mahakam river tributary.;-0.816667;116.466667;Leeuwenberg, AJM;"Leeuwenberg, AJM; Rudjiman  13089 ";16;2;1984;Wang, R;2001-08-01T00:00:00;<NA>;Botany;U.1067865;0;0;0;Leeuwenberg;;0;1;8;2001;0;0;0;0;0;0;U1067865;13089;magnificus;"Leeuwenberg AJM; Rudjiman";Wang R
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sumatra Sibolangit;3.316667;98.583333;Loiging, JA;Loiging, JA  5128 ;2;5;1917;Loiging, JA;<NA>;<NA>;Botany;U.1062875;0;0;0;Loiging;;0;;;;0;0;0;0;0;0;U1062875;5128;odorata;Loiging JA;Loiging JA
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;Bangka, Lobok-besar.;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  882 ";25;9;1949;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L.4301691;0;0;0;Kostermans;;0;1;3;2014;0;0;0;0;0;0;L4301691;882;malayana;"Kostermans AJGH; Anta";Johnson DM
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Gn. Palung Nature Reserve, c100km S of Pontianak, W. Kalimantan.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5447 ";15;6;1986;Turner, IM;2008-02-01T00:00:00;<NA>;Botany;U.1088934;0;0;0;Balgooy;;0;1;2;2008;0;0;0;0;0;0;U1088934;5447;cauliflora;"Balgooy MMJ van; Setten AK van";Turner IM
Polyalthia Blume;Polyalthia;ID;<NA>;-2.916667;104.75;Thorenaar, A;Thorenaar, A T 969 ;7;9;1924;nan;<NA>;<NA>;Botany;U.1080130;0;0;0;Thorenaar;;0;;;;0;0;0;0;0;0;U1080130;969;;Thorenaar A;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Cultivated in Hort Bog, Java, Indonesia;-6.5897;106.7913;Pulle, AA;Pulle, AA  s.n. ;1;1;1906;nan;<NA>;<NA>;Botany;U.1062871;0;0;0;Pulle;;0;;;;0;0;0;0;0;0;U1062871;nan;odorata;Pulle AA;<NA>
Cyathocalyx papuanus Diels;Drepananthus;ID;Prafi.;-0.8786;133.833333;Unknown;Unknown  s.n. ;;;;nan;<NA>;<NA>;Botany;L.4364957;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L4364957;nan;cauliflorus;Unknown;<NA>
Polyaulax cylindrocarpa (Burck) Backer;Meiogyne;ID;Ketambe, valley of Lau Alas, near tributary of Lau Ketambe, c. 35 km NW of Kutatjane, Research Station.;3.666667;97.666667;Sterck, EHM;Sterck, EHM  73 ;1;1;1989;Kessler, PJA;1990-10-01T00:00:00;<NA>;Botany;L.4345729;0;0;0;Sterck;;0;1;10;1990;0;0;0;0;0;0;L4345729;73;cylindrocarpa;Sterck EHM;Kessler PJA
Polyalthia sumatrana King;Polyalthia;ID;ca. 100 km S of Pontianak, W. Kalimantan;-1.216667;111.0;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5326 ";8;6;1986;nan;<NA>;<NA>;Botany;U.1088970;0;0;0;Balgooy;;0;;;;0;0;0;0;0;0;U1088970;5326;sumatrana;"Balgooy MMJ van; Setten AK van";<NA>
Anomianthus dulcis (Dunal) J.Sinclair;Anomianthus;ID;<NA>;-6.5897;106.7913;Bogoriensis, HB;Hort Bot Bogoriensis  s.n. ;;;;Heusden, ECH van;<NA>;<NA>;Botany;U.1062718;0;0;0;Hort;;0;;;;0;0;0;0;0;0;U1062718;nan;dulcis;Hort Bot Bogoriensis;Heusden ECH van
Xylopia L.;Xylopia;ID;<NA>;3.22;99.23;Boeea, RS;Rahmat Si Boeea  2919 ;1;1;1932;nan;<NA>;<NA>;Botany;U.1074780;0;0;0;Rahmat;;0;;;;0;0;0;0;0;0;U1074780;2919;;Rahmat Si Boeea;<NA>
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Cultivated in Hort Bog, Java, Indonesia;-6.5897;106.7913;Bogoriensis, HB;Hort Bot Bogoriensis  s.n. ;;;;Diels, FLE;<NA>;<NA>;Botany;U.1062868;0;0;0;Hort;;0;;;;0;0;0;0;0;0;U1062868;nan;odorata;Hort Bot Bogoriensis;Diels FLE
Friesodielsia Steenis;Friesodielsia;ID;East Kalimantan, road from Samboja to semoi, Km 30.;-1.016667;116.816667;Kessler, PJA;"Kessler, PJA; et al.  2018 A";12;3;1997;Kessler, PJA;1997-03-01T00:00:00;<NA>;Botany;L.4268250;0;0;0;Kessler;A;0;1;3;1997;0;0;0;0;0;0;L4268250;2018;;"Kessler PJA; et al.";Kessler PJA
Dasymaschalon dasymaschalum (Blume) I.M.Turner;Dasymaschalon;ID;W. Java, Bogor.;-6.5897;106.7913;Garden, BB;"Bogor Botanical Garden; Martati, T XI.B 6 ";30;6;1960;nan;<NA>;<NA>;Botany;L.4266436;0;0;0;Bogor;;0;;;;0;0;0;0;0;0;L4266436;6;dasymaschalum;"Bogor Botanical Garden; Martati T";<NA>
